id,nu_ddd_farmacia,nu_telefone_farmacia,nu_cep_farmacia
13161,55,37451591,98460000
13162,62,32789707,74922080
13163,28,35322901,29345000
13164,62,35178800,74475810
13165,31,25517665,30870020
13166,47,34445343,89240000
13167,83,96499111,58884000
13168,77,34452017,46200000
13169,55,37381202,98440000
13170,84,3203-520,59584000
13171,47,36436600,83880000
13172,34,38424252,38500000
13173,42,30354422,85010170
13174,89,99752850,64535000
13175,14,34561204,17570000
13176,37,33314100,35540000
13177,27,32449774,29131040
13178,17,36941165,15715000
13179,51,36643713,95560000
13180,18,33514662,19970000
13181,44,36764403,87400000
13182,99,35297971,65907090
13183,22,27359031,28110000
13184,44,30284400,87013300
13185,27,37541975,29890000
13186,62,33611518,76360000
13187,45,32543488,85960000
13188,38,37422337,39280000
13189,12,39521441,12335270
13190,17,32374525,15045000
13191,86,32218203,64000090
13192,49,32470474,89515000
13193,64,3411-147,75703030
13194,88,36401100,62120000
13195,34,38511031,38840000
13196,64,34532500,75690000
13197,84,32432216,59198000
13198,84,32912720,59200000
13199,62,35512539,75240000
13200,48,3466-100,88870000
13201,67,35656843,79570000
13202,85,86890155,62670000
13203,21,22606000,21021360
13204,47,33738616,89270000
13205,41,36687664,83326670
13206,83,30844646,58037030
13207,81,37461152,55180000
13208,51,37761343,95965000
13209,18,33016191,16074285
13210,51,36833333,95625000
13211,62,32031050,74650090
13212,87,37861151,55345000
13213,28,35202211,29285000
13214,44,35521039,87390000
13215,65,32471193,78265000
13216,28,35561271,29470000
13217,35,34312441,37600000
13218,55,37481115,98390000
13219,21,32716675,20750092
13220,35,38532248,37160000
13221,13,98138221,11013000
13222,13,98138221,11410191
13223,51,37384900,95835000
13224,11,40210946,3327300
13225,68,32135007,69900072
13226,31,36217560,33200000
13227,62,32082620,74780570
13228,66,35621395,78545000
13229,42,32291227,84043600
13230,34,32151820,38401081
13231,43,35251422,86400000
13232,62,32060199,74705010
13233,14,38423712,18650000
13234,33,33222993,35300181
13235,33,33411012,36970000
13236,31,38725185,35388000
13237,71,30129500,41350275
13238,51,36719200,96180000
13239,62,32086477,75250000
13240,31,34496120,31210120
13241,97,34512250,69850000
13242,81,96504216,55770000
13243,63,35716290,77064580
13244,37,32712777,35650000
13245,84,33862254,59955000
13246,35,35231091,37940000
13247,27,3723-688,29705200
13248,14,33263869,19900020
13249,68,36124398,69940000
13250,99,35327179,65940000
13251,27,37633683,29930245
13252,79,32772029,49740000
13253,51,39712791,96180000
13254,77,3439-208,45150000
13255,19,36082797,13720000
13256,17,35621000,15880000
13257,62,33133333,75380000
13258,38,32351154,39445000
13259,51,34902619,94070001
13260,62,30951112,74840060
13261,77,34538300,46650000
13262,62,33311836,72980000
13263,49,32370168,88548000
13264,77,34396356,45153000
13265,64,3608-130,75570000
13266,67,33146720,79009790
13267,54,33432384,99840000
13268,66,35361334,78535000
13269,83,34991014,58778000
13270,14,32224844,17060255
13271,33,33441563,36980000
13272,16,39435466,14860000
13273,35,34413190,37570000
13274,84,3333-249,59700000
13275,21,36391694,24800000
13276,33,33266070,35326000
13277,66,35732086,78870000
13278,34,38411214,38550000
13279,85,32858698,60356830
13280,51,33662020,91060160
13281,21,3134-205,26182000
13282,75,34246226,44340000
13283,43,33470800,86010490
13284,49,35443436,89620000
13285,53,30253636,96065000
13286,13,98138221,11533000
13287,55,35121022,98900000
13288,84,33153224,59600170
13289,46,32421535,85560000
13290,67,33165100,79004440
13291,71,30184849,41610160
13292,66,34016840,78600000
13293,21,37715409,26190060
13294,83,32231419,58070310
13295,48,34684804,88820000
13296,73,32061625,45930000
13297,62,33253840,76350000
13298,27,33281623,29162310
13299,44,35352200,85835000
13300,16,32625818,14900000
13301,31,34517005,31510000
13302,62,35512466,75240000
13303,32,34251566,36795000
13304,49,34581863,89760000
13305,21,31192260,24731020
13306,31,38488330,35180624
13307,37,33231445,35582000
13308,66,34861301,78795000
13309,14,32621628,17120000
13310,54,35221144,99700000
13311,82,35512271,57200000
13312,43,34240908,86802260
13313,86,33621488,64235000
13314,99,9129-809,65760000
13315,14,0000000,17440000
13316,17,33246255,14780670
13317,27,37632970,29931220
13318,44,34631721,87660000
13319,64,36116914,75903290
13320,35,34413228,37570000
13321,62,35501260,75360000
13322,51,36636150,95520000
13323,66,35521786,78520000
13324,48,34643173,88880000
13325,48,32641082,88230000
13326,32,33310469,36204154
13327,55,37443466,98400000
13328,79,32551416,49200000
13329,95,32381845,69373000
13330,48,21015350,88818280
13331,62,32829600,74845360
13332,51,37881090,95925000
13333,34,33147435,38050060
13334,49,34381014,89790000
13335,21,36933719,26600000
13336,79,36452161,49360000
13337,51,36381352,95750000
13338,33,3331-822,36900000
13339,62,32932400,75380000
13340,51,30473355,94085120
13341,14,35415237,16370000
13342,74,36732161,48950000
13343,84,33650064,59775000
13344,84,32151664,59075290
13345,32,34226462,36774770
13346,32,33671515,36272000
13347,62,35974588,74465100
13348,62,33761526,76710000
13349,24,22461461,25615531
13350,67,34117875,79800022
13351,35,37229782,37701022
13352,79,32319499,49026010
13353,21,32716675,21620390
13354,84,32520003,59440000
13355,64,36742619,76200000
13356,21,32716675,20751003
13357,84,3203-520,59650000
13358,31,35335644,32400000
13359,27,37545169,29890000
13360,42,34461210,84400000
13361,27,99969914,29785000
13362,22,27891106,28230000
13363,21,25810083,20972000
13364,46,30557005,85601480
13365,31,38173610,35430214
13366,62,33761499,76710000
13367,38,32341540,39430000
13368,62,35179049,74485807
13369,14,36533355,17380000
13370,84,33161791,59610360
13371,35,35231182,37940000
13372,55,32361489,97210000
13373,19,38432768,13972320
13374,49,32361244,88625000
13375,87,3864-121,56330095
13376,17,33861090,15820000
13377,55,35461013,98950000
13378,64,35041139,76165000
13379,45,3523-400,85851210
13380,94,33421387,68527000
13381,11,3129-950,18602150
13382,79,31794712,49010000
13383,11,45994377,13212405
13384,48,36444139,88790000
13385,17,32452992,15200000
13386,67,3291-131,79400000
13387,66,35663712,78320000
13388,84,32744736,59570000
13389,34,38492700,38500000
13390,65,32412078,78280000
13391,73,32944812,45836000
13392,47,33686181,88220000
13393,77,3645214,46530000
13394,35,3664-126,37527000
13395,32,37413634,36800000
13396,65,32241117,78200000
13397,21,26258611,24120000
13398,71,32677400,40140241
13399,21,31359000,25045071
13400,83,34671047,58610000
13401,42,35236655,84600000
13402,75,36341210,45300000
13403,33,33241096,35199000
13404,41,36218750,83410380
13405,43,3525-078,86400000
13406,49,36740959,89893000
13407,49,32236078,88512300
13408,67,34681142,79710000
13409,21,37771515,25268000
13410,19,36815260,13720000
13411,27,33197105,29103605
13412,16,31722121,14540000
13413,62,3287-303,74340570
13414,79,32525060,49090250
13415,38,36141052,39495000
13416,35,35531426,37805000
13417,32,37411222,36800000
13418,28,35229797,29313310
13419,84,33121566,59633200
13420,37,33226600,35570000
13421,24,24846766,26950000
13422,79,36314240,49400000
13423,35,32655034,37190000
13424,33,33171272,36947000
13425,71,33095206,41310000
13426,31,34742066,30830000
13427,69,34241272,78964000
13428,85,34919479,60421100
13429,31,37314227,36415000
13430,34,33251616,38108000
13431,41,30778227,81770000
13432,22,38110140,28300000
13433,33,32212314,35060020
13434,64,9290-940,75920000
13435,87,38652238,56345000
13436,62,35885850,74930570
13437,13,34719088,11704300
13438,33,37532001,39620000
13439,62,33154232,75060450
13440,66,35117900,78885000
13441,19,38955294,13960000
13442,11,44928015,13212461
13443,48,34660644,88870000
13444,71,34538364,40301155
13445,46,35721073,85598000
13446,61,33767003,72237100
13447,71,32969020,43700000
13448,33,34339117,39708000
13449,55,36162297,98368000
13450,64,36581415,75890000
13451,27,32435844,29172810
13452,21,26796452,25251660
13453,94,34351548,68380000
13454,85,30212930,60035100
13455,84,32713777,59280000
13456,51,36655302,95555000
13457,27,33377732,29090590
13458,79,32621140,49140000
13459,21,26882589,23812101
13460,27,33736095,29902400
13461,33,35321129,39815000
13462,44,34431231,87730000
13463,73,36131050,45602748
13464,21,25642437,21060100
13465,54,35521451,99860000
13466,62,33642935,76590000
13467,35,35223160,37900198
13468,27,33696400,29111400
13469,67,34250280,79811080
13470,73,32662963,45780000
13471,46,35471807,85640000
13472,51,37421031,96900000
13473,38,36774050,38610000
13474,48,36223777,88702500
13475,67,34314000,79904672
13476,75,3271-143,48500000
13477,62,32712770,75370000
13478,16,39832066,14210000
13479,94,33461220,68515000
13480,17,32455099,15200000
13481,53,32483372,96470000
13482,21,32716675,26020390
13483,47,35630286,89196000
13484,61,36263910,72900970
13485,27,33691384,29140830
13486,17,32641499,15140000
13487,67,35741449,79580000
13488,67,34762208,79965000
13489,55,33651730,97970000
13490,79,36452161,49200000
13491,45,32351080,85485000
13492,21,36718671,25250460
13493,38,38454000,39535000
13494,64,36011331,76100000
13495,64,36411208,75920000
13496,48,35248073,88900000
13497,13,34915408,11704100
13498,51,36262203,95560000
13499,53,32475000,96400470
13500,84,34233000,59324000
13501,17,32771276,15240000
13502,49,33360449,89817000
13503,35,34353189,37640000
13504,94,34332550,68385000
13505,16,36641224,14340000
13506,43,33382200,86072160
13507,17,35237978,15810160
13508,43,35431459,86375000
13509,54,33440253,99950000
13510,21,36415499,25954175
13511,73,32843888,45860000
13512,11,45241758,13250020
13513,77,32752432,45770000
13514,19,38914234,13843152
13515,62,32756055,74830130
13516,84,3674-493,59290000
13517,33,3332-465,36900000
13518,47,21053266,89212420
13519,69,34122551,78969000
13520,18,37051141,16980000
13521,64,34951133,75600000
13522,33,32721020,35041780
13523,14,34921287,17560000
13524,62,33651224,76510000
13525,49,3444353,89700000
13526,12,31328700,12522480
13527,38,35331744,39188000
13528,53,32552855,96360000
13529,24,22222522,25750225
13530,66,35446004,78890000
13531,33,32321060,35145000
13532,85,33561075,62630000
13533,86,98220550,59152600
13534,64,34544044,7569000
13535,14,37327257,18701240
13536,17,35677105,15825000
13537,33,35151224,39790000
13538,19,32733628,13035270
13539,75,3526-203,44420000
13540,84,34311623,59380000
13541,87,37821284,55350000
13542,11,44563336,13320271
13543,75,34252348,45400000
13544,31,36373888,33113030
13545,14,33160998,17515000
13546,27,32731233,29927000
13547,35,38327201,37270000
13548,69,34421617,78987000
13549,31,38427406,35171140
13550,31,34324780,31910060
13551,31,35344517,32900000
13552,28,35533857,29560000
13553,31,33544900,32183630
13554,84,34792216,59374000
13555,37,33513038,35588000
13556,34,32313420,38408168
13557,66,35212298,78580000
13558,81,35231401,55602125
13559,62,35731885,74465539
13560,22,27650752,27950040
13561,65,35496070,78455000
13562,85,30112011,61600004
13563,34,32314848,38400706
13564,17,35641172,15870000
13565,19,38281095,13175090
13566,22,26488286,28940000
13567,11,33243008,14780059
13568,65,33264629,78300000
13569,41,34622515,83350000
13570,77,34373393,45160000
13571,73,36622155,45834000
13572,27,33203025,29126501
13573,61,33812623,72007725
13574,51,36152100,95572000
13575,33,32251074,35010172
13576,87,38751962,56180000
13577,62,40141500,75064780
13578,28,35468900,29370000
13579,83,2411950,58013140
13580,62,33751414,76630000
13581,54,81172560,99955000
13582,33,33231111,35338000
13583,27,3756-483,29800000
13584,16,39024000,14020380
13585,16,39526272,14750000
13586,21,26735913,25060236
13587,41,30455655,81110200
13588,33,35219996,39802275
13589,19,38521900,13920000
13590,34,33171919,38050460
13591,34,34219092,38200000
13592,75,36237020,44002064
13593,27,32169370,29135000
13594,18,38413418,17890000
13595,73,35272100,45200250
13596,31,35910782,32681505
13597,21,26433812,25953000
13598,46,35451450,85685000
13599,99,35741112,65695000
13600,62,33733200,76270000
13601,51,3223-373,90880480
13602,31,38924453,36570000
13603,37,32266009,35519000
13604,67,32871554,79280000
13605,64,36611944,75830000
13606,28,35215533,29300127
13607,31,35359999,35675000
13608,38,32312524,39330000
13609,51,35686914,93052270
13610,35,88760976,37170000
13611,62,33753300,76630000
13612,49,36770210,89896000
13613,91,37261786,68632000
13614,62,39328099,74360230
13615,55,35521212,98535000
13616,12,39531701,12320670
13617,18,39039225,19013060
13618,28,35523435,29500000
13619,35,32512580,37420000
13620,64,36120814,75906730
13621,31,33837017,30620600
13622,18,39912827,19260000
13623,55,33612737,98870000
13624,45,32238544,85802060
13625,28,35531360,29580000
13626,54,33261368,99435000
13627,98,34691833,65530000
13628,77,34731575,46500000
13629,46,35633392,85710000
13630,33,32631079,35230000
13631,17,32244184,15053305
13632,49,34320183,89680000
13633,38,9922-287,39508000
13634,83,32661026,58375000
13635,62,33121388,76680000
13636,27,29941010,29941010
13637,71,3328-977,40060000
13638,16,31337582,14460000
13639,47,33861272,89121000
13640,61,36275273,72870428
13641,73,35315195,45570000
13642,84,32151659,59078570
13643,17,33861549,15820000
13644,19,34950034,13484270
13645,62,33571797,76400000
13646,48,35220800,88900000
13647,35,32373019,37418000
13648,27,37640962,29970000
13649,13,38646500,11940000
13650,12,40092200,12230001
13651,67,32301212,79410000
13652,21,33138830,23520241
13653,84,33822206,59940000
13654,14,38881591,18580000
13655,62,33133333,76360000
13656,47,36225113,89478000
13657,34,34311200,38140000
13658,34,32681000,38300074
13659,34,36313504,38950000
13660,33,37311310,39645000
13661,33,3625-137,39868000
13662,19,36733636,13710000
13663,64,36215071,75901100
13664,61,36312135,73930000
13665,83,3232-015,58200000
13666,84,88336690,59440000
13667,88,35541074,63380000
13668,77,3525-261,45000360
13669,55,33531003,97950000
13670,19,32823261,13068219
13671,61,36372017,73752080
13672,75,32813416,48601000
13673,43,33475050,86082000
13674,21,26492241,28680000
13675,21,32716675,28940000
13676,34,32135177,38405184
13677,22,2566-279,28660000
13678,51,35491030,95650000
13679,21,24476187,22753315
13680,83,33941240,58380000
13681,74,36271066,44720000
13682,17,32710807,15120000
13683,61,33515815,72015585
13684,51,33933150,94180130
13685,84,3275-602,59184000
13686,66,35320303,78550328
13687,62,33262554,76330000
13688,63,34351175,77780000
13689,54,35321184,99855000
13690,17,35631892,15410000
13691,11,45873041,13206714
13692,44,35401229,85937000
13693,22,27687328,28735000
13694,19,34562959,13495000
13695,46,35321913,85460000
13696,98,34541101,65490000
13697,17,38141215,15230000
13698,71,88090779,45280000
13699,83,34213147,58706110
13700,38,36726222,38600000
13701,82,36251351,57520000
13702,47,33770007,89115000
13703,14,32232186,17015040
13704,62,35733443,74483450
13705,27,33368376,29141881
13706,33,32541244,35195000
13707,49,34431256,89835000
13708,38,36213853,39480000
13709,71,36551388,43850000
13710,21,27765337,25215250
13711,33,37533200,39970000
13712,88,96226122,62370000
13713,62,35774401,74491230
13714,16,33432447,14815000
13715,42,3247-187,84460000
13716,44,32520910,87600000
13717,49,32470430,89515000
13718,35,34453021,37546000
13719,48,3444-202,88850000
13720,27,37634169,29930670
13721,73,32792180,45465000
13722,83,33156200,58450000
13723,86,32291418,64019630
13724,27,37551983,29850000
13725,61,36131113,72910000
13726,28,35452155,29390000
13727,62,33188787,75084555
13728,83,32472529,58039
13729,64,34471000,75680000
13730,33,37389113,39645000
13731,37,32615516,35590000
13732,82,32812229,57800000
13733,41,36421391,83709600
13734,54,32242024,95032600
13735,31,35358864,35675000
13736,35,37433615,37730000
13737,35,34455000,37564000
13738,93,35153738,68372120
13739,18,32687134,19645000
13740,41,34266969,83212020
13741,38,99434347,39360000
13742,53,30287030,96010490
13743,65,32511616,78285000
13744,37,35222525,35604000
13745,67,30436780,79050261
13746,62,32931839,75380000
13747,69,35413563,78957000
13748,31,35358658,35670000
13749,32,33421210,36235000
13750,61,30214001,72610300
13751,27,37621232,29960000
13752,64,34541006,75690000
13753,81,37221073,55008000
13754,43,34531177,86920000
13755,35,32326500,37410000
13756,17,33317055,14790000
13757,49,32225454,88503100
13758,84,3203-520,59255000
13759,17,33411785,14770000
