id,nu_ddd_farmacia,nu_telefone_farmacia,nu_cep_farmacia
12092,84,59190000,59190000
12093,21,26742256,25025010
12094,19,3425-164,13408025
12095,32,33561226,36335000
12096,64,36412200,75920000
12097,62,32590800,74250030
12098,37,3691-990,35500003
12099,37,33715120,37925000
12100,33,33296900,35326000
12101,31,38910607,36570000
12102,79,36451309,49360000
12103,43,32591110,86210000
12104,49,32229988,88512401
12105,85,33381163,62840000
12106,34,33327770,38065000
12107,31,36895575,33400000
12108,44,30433873,87140000
12109,27,37633685,29941400
12110,62,33323226,75180000
12111,11,45330711,13219816
12112,82,34231104,57620000
12113,18,37224764,16900030
12114,51,30564302,96815770
12115,79,32483890,49030190
12116,62,33911528,76730000
12117,21,32716675,20550013
12118,18,32813737,19470000
12119,12,36812321,12040660
12120,21,36565934,22795400
12121,43,36751335,86630000
12122,22,27721506,27920360
12123,88,36521254,62380000
12124,73,3272-294,45290000
12125,84,34352645,59335000
12126,31,33911242,32265240
12127,47,31219408,89218112
12128,86,32421046,64190000
12129,61,33165100,79070140
12130,77,3639-014,47850000
12131,37,35226060,35600000
12132,99,3554-013,65670000
12133,12,39523260,12312190
12134,88,35815001,63350000
12135,14,33822825,18870000
12136,34,32613647,38300132
12137,54,33461378,99970000
12138,17,32921391,15490000
12139,16,33944520,15995282
12140,17,36391212,15670000
12141,77,36110001,47803080
12142,77,36951112,46580000
12143,31,35041009,35515350
12144,64,3431-688,75530275
12145,16,38264671,14620000
12146,37,91272749,32920000
12147,85,33391252,62780000
12148,67,3668-218,79500000
12149,38,38411404,39560000
12150,75,33253396,46860000
12151,33,33216182,35300028
12152,32,35321814,36500000
12153,24,33231790,27330040
12154,61,33860901,72610308
12155,38,3625610,39490000
12156,35,36222185,37500022
12157,69,34451111,76977000
12158,16,38353100,14530000
12159,43,34651567,86850000
12160,87,38212813,56506100
12161,53,32474434,96412420
12162,84,36613424,59139290
12163,22,2622-148,28930000
12164,35,32312644,37410000
12165,54,34721309,99240000
12166,44,34413338,87890000
12167,64,34191553,75635000
12168,17,32455424,15200000
12169,84,3291-251,59245000
12170,22,2624-145,28960000
12171,33,35831176,35114000
12172,91,30844671,54410240
12173,32,35712323,36180000
12174,62,32101807,74573240
12175,12,36458981,12420010
12176,13,34668503,11250000
12177,54,33801176,99320000
12178,44,34431457,87730000
12179,84,33272316,59675000
12180,46,32432506,85540000
12181,31,38755404,35368000
12182,21,27757109,25075270
12183,49,32253353,88501000
12184,64,34911995,75780000
12185,33,32798800,35270000
12186,43,35572517,84990000
12187,44,35280233,85935000
12188,17,35712131,15950000
12189,75,32813530,48601320
12190,47,33688999,88220000
12191,15,34921020,18160000
12192,84,32151885,59020650
12193,21,26433519,25963025
12194,15,35621498,18440000
12195,31,35647041,31515250
12196,17,38171564,14735000
12197,71,3611-353,41213000
12198,88,36341280,62350000
12199,84,3203-520,59173000
12200,13,3821-170,11900000
12201,64,34134444,75650000
12202,31,37186129,35845000
12203,73,3633-356,45651620
12204,45,3269-115,85926000
12205,55,33751011,98280000
12206,35,32631295,37405000
12207,62,34561296,73865000
12208,32,34621370,36660000
12209,99,3643-140,65950000
12210,21,26037179,24450265
12211,14,37320360,18701190
12212,35,3443-288,37590000
12213,51,3606-131,95585000
12214,47,33610722,88330063
12215,41,30787701,80020030
12216,55,32651122,96540000
12217,17,32931282,15470000
12218,83,33632353,58225000
12219,91,3434-417,68665000
12220,33,32541407,35195000
12221,61,35680268,71010618
12222,84,36632311,59132280
12223,46,36552330,89980000
12224,21,26080403,24230063
12225,44,35621263,87260000
12226,33,37531113,39620000
12227,62,35760616,74440080
12228,49,34454880,89830000
12229,83,32143603,58040300
12230,84,32712682,59280000
12231,41,30559900,83331000
12232,31,38429116,35171302
12233,11,3129-950,15055500
12234,44,32640888,87113010
12235,51,35878163,93546000
12236,62,34511091,73840000
12237,19,32372522,13101150
12238,89,99050809,64660000
12239,21,26080403,24320570
12240,34,34273440,38220000
12241,38,32371088,39380000
12242,64,36216134,75901970
12243,66,96138228,78790000
12244,66,35521095,78520000
12245,81,37581186,55690000
12246,17,32811089,15400000
12247,44,3448-100,87960000
12248,83,32832218,58340000
12249,54,35441075,99645000
12250,83,33754318,58180000
12251,67,34675445,79700000
12252,61,36171002,72910000
12253,62,35931989,74490241
12254,62,32800286,74970295
12255,37,34345350,38930000
12256,85,34951213,60712023
12257,75,35221193,44500000
12258,16,38315000,14580000
12259,33,37351513,39635000
12260,62,3097-519,74980020
12261,77,34227905,45065000
12262,64,35601131,75985000
12263,35,36513973,37660000
12264,73,35492527,45240000
12265,67,34481484,79790000
12266,83,33511122,58500000
12267,66,3511799,78500000
12268,42,32262888,84030000
12269,63,36021400,77490000
12270,64,36011516,76100000
12271,21,26535033,25075015
12272,75,36163181,44063289
12273,45,35267599,85856000
12274,71,3313006,40040472
12275,67,34961423,79900000
12276,42,32572480,84300000
12277,41,30787701,81240000
12278,34,34218204,38200000
12279,71,32312210,41706690
12280,34,36719600,38810000
12281,33,33771061,36918000
12282,61,30321352,72593305
12283,32,33716524,36301202
12284,19,38062733,13806633
12285,31,36436077,31360000
12286,61,32751000,72445010
12287,75,32811504,48601190
12288,77,34891882,47680000
12289,62,32616060,74635040
12290,66,34220055,78740110
12291,67,35654105,79570000
12292,13,38225000,11900000
12293,35,35622020,37860000
12294,54,33911100,99830000
12295,45,30541155,85909010
12296,51,30416649,94910170
12297,37,32441591,35510000
12298,31,34549976,31652160
12299,62,39226900,74325125
12300,27,37611017,29945500
12301,88,35222247,63475000
12302,17,34051545,1550004
12303,62,33133333,76380000
12304,32,34262185,36790000
12305,12,32074806,12211620
12306,34,38313120,38740000
12307,55,3328-125,98125000
12308,55,3365-160,97970000
12309,35,32841186,37136000
12310,84,33532505,59920000
12311,62,30863999,74550020
12312,63,33531192,77480000
12313,48,35230317,88915000
12314,61,33772009,72235542
12315,22,27725100,27910310
12316,62,33792633,76450000
12317,37,32611397,35590000
12318,46,35236490,85602120
12319,17,32127258,15025043
12320,14,32777602,17021270
12321,64,36583031,75890000
12322,85,34842619,60866681
12323,47,34576994,88390000
12324,54,32731796,95340000
12325,13,98138221,11310061
12326,21,26756900,25070070
12327,62,33341425,75195000
12328,33,33541330,35340000
12329,82,32319143,57025000
12330,14,32846713,17280000
12331,83,35381058,58815000
12332,55,3548,98898000
12333,71,34538361,40285000
12334,21,37137222,24725060
12335,65,33262022,78300000
12336,84,3203-520,59200000
12337,84,32111085,59290000
12338,32,34531697,36784000
12339,14,32961303,17160000
12340,62,35177156,74473020
12341,31,88121521,35970000
12342,21,26460161,24470000
12343,46,35321443,85460000
12344,83,35441040,58819000
12345,21,32716675,28905100
12346,47,33880599,89126000
12347,21,32716675,26030380
12348,51,37531607,95735000
12349,31,37612956,36400000
12350,16,32535390,14870110
12351,51,32329778,90040341
12352,62,33753773,76630000
12353,55,36161390,98530000
12354,81,35438175,53690000
12355,14,32961158,17160000
12356,33,32219639,35030440
12357,31,34134300,30770560
12358,67,34511204,79890000
12359,49,32224565,88501102
12360,48,34654970,88840000
12361,51,37111177,96845490
12362,41,30356435,83040000
12363,44,32235201,87013000
12364,14,35111100,16450000
12365,62,35051186,75380000
12366,84,36535355,59040000
12367,82,33043375,57020280
12368,79,34328025,49514000
12369,16,37512000,14570000
12370,69,33461193,76990000
12371,81,37461194,55180000
12372,73,3255-143,45445000
12373,67,33165100,79040150
12374,69,34410400,76963882
12375,99,99514858,65750000
12376,31,38734008,35367000
12377,33,34111427,39700000
12378,12,31257036,12515010
12379,62,33851409,76265000
12380,67,35961655,79540000
12381,62,35178533,74473450
12382,33,33211448,35300074
12383,43,33251400,86038350
12384,17,33423757,14710010
12385,99,88289212,65945000
12386,19,34913102,13360000
12387,18,38511940,17930000
12388,22,38530484,28470000
12389,65,33961425,78410970
12390,69,35211572,76890000
12391,14,34891121,17680000
12392,83,3431-107,58840000
12393,84,32222566,59020200
12394,48,3644-123,88790000
12395,61,30372119,73005520
12396,84,32323040,59041004
12397,21,32716675,21361132
12398,22,26613417,28970000
12399,46,35633242,85710000
12400,14,36462186,17320000
12401,15,32814355,18190000
12402,31,38262256,35162263
12403,17,34424865,15600000
12404,55,35131075,98900000
12405,66,35216117,78580000
12406,46,35651321,85618000
12407,17,33212900,14783097
12408,75,35221880,44500000
12409,27,37118128,29703750
12410,47,32031150,89294000
12411,51,3498-183,94760000
12412,27,32545371,29156175
12413,64,34951925,75600000
12414,35,33873583,75136010
12415,73,30210100,45980000
12416,32,34441679,36740000
12417,49,34525289,89770000
12418,51,37771179,95965000
12419,17,38471536,15320000
12420,84,32151172,59020400
12421,66,35341685,78505000
12422,48,36570660,88730000
12423,22,25551362,28500000
12424,16,39832051,14210000
12425,19,32243812,13056464
12426,22,27723500,27945401
12427,37,3242-558,35680316
12428,27,37211747,29702210
12429,66,35751678,78530000
12430,21,32716675,20910220
12431,19,35465804,13490000
12432,27,30268444,29075140
12433,63,32242496,77006466
12434,27,37213800,29703100
12435,99,35520379,65690000
12436,31,3837-939,35970000
12437,81,36451124,55715000
12438,62,33441166,76335000
12439,83,93150206,58035000
12440,21,39898144,25264015
12441,21,24138096,23087005
12442,28,35465344,29375000
12443,62,32801400,74840080
12444,77,34311128,45260000
12445,31,35526817,35400000
12446,27,37201388,29620000
12447,69,36512265,78971000
12448,84,3262-249,59550000
12449,55,37813366,98590000
12450,18,33512281,19970000
12451,38,36131348,39470000
12452,42,35731183,84610000
12453,14,32741454,17450000
12454,42,35421373,84570000
12455,84,33532100,59920000
12456,67,34093500,79955000
12457,32,35714916,36180000
12458,31,36523500,34800000
12459,31,37620740,36400000
12460,48,34343879,88830000
12461,99,35316481,65975000
12462,34,32372727,38401428
12463,12,3895-845,11630000
12464,19,35653113,13631110
12465,71,32447914,40252000
12466,42,34572201,84550000
12467,13,98138221,11030600
12468,62,40144100,75113971
12469,87,38281235,56760000
12470,31,35312361,32680650
12471,21,32716675,20970000
12472,16,32653206,14900000
12473,44,3323-117,86690000
12474,37,33831078,35547000
12475,43,32601716,86620000
12476,75,36932053,44610000
12477,34,38326676,38740000
12478,35,34641021,37576000
12479,19,34341001,13400075
12480,18,36021333,16220000
12481,31,37613337,36400000
12482,33,33541467,35340000
12483,48,36290963,88705003
12484,51,36791010,96765000
12485,35,35732076,37115000
12486,73,35301246,45345000
12487,81,35371172,55636000
12488,51,36812271,95595000
12489,51,35296624,93800000
12490,43,35283154,84950000
12491,21,32716675,23017250
12492,55,33631305,97880000
12493,31,32483350,30150240
12494,43,35362820,86410000
12495,27,37631403,29931225
12496,46,35473340,85640000
12497,51,36341178,95765000
12498,61,32025734,70272520
12499,19,34565331,13495000
12500,18,38612129,17880000
12501,83,35211925,58800510
12502,21,36551824,25240170
12503,73,32892822,45850000
12504,75,36211840,44380000
12505,16,33616039,13566410
12506,67,32315000,79300006
12507,88,36317854,62500000
12508,41,30787701,81050000
12509,71,32379570,40110160
12510,35,34653211,37580000
12511,74,36372222,47450000
12512,45,30252050,85863000
12513,14,34561365,17570000
12514,12,36533051,12284160
12515,94,92407464,68515000
12516,18,36981427,16850000
12517,31,35774931,32470000
12518,66,34862000,78795000
12519,16,32421233,15910000
12520,31,34755480,31360460
12521,77,36742060,46540000
12522,14,38482434,18690000
12523,53,32313420,96211001
12524,33,33151900,35330000
12525,27,33268873,29114240
12526,38,36313498,39300000
12527,41,36241310,83850000
12528,62,33776217,76470000
12529,41,33642100,82410000
12530,17,38431707,15685000
12531,16,33354000,14805010
12532,32,33451111,36260000
12533,21,32716675,21931370
12534,69,36431204,76952000
12535,62,33537700,76380000
12536,19,35153537,13188000
12537,43,3428-179,86825000
12538,77,34621274,45265000
12539,84,3203-520,59112000
12540,44,35252509,87302080
12541,87,39252009,55355000
12542,51,36151258,95515000
12543,75,32771441,48420000
12544,61,33165100,79051220
12545,75,36502169,48870000
12546,88,35841030,63520000
12547,67,33142178,79002331
12548,14,32741847,17450000
12549,37,33514017,35588000
12550,49,34331005,89820000
12551,21,38222000,21235110
12552,32,32651212,36690000
12553,64,36616200,75830000
12554,53,32712483,96040050
12555,31,3535-177,35670000
12556,99,36371331,65755000
12557,62,30977626,74914460
12558,61,33773596,72235801
12559,51,37222077,96501000
12560,55,32614712,97200000
12561,43,35541617,86320000
12562,22,26655000,28990000
12563,79,36111202,49480000
12564,44,32341831,86730000
12565,21,38722905,20260142
12566,73,32931314,45990000
12567,64,34114242,75702660
12568,35,38531127,37160000
12569,17,38321221,15300000
12570,33,33771090,36900000
12571,19,36522572,13680000
12572,28,35215084,29300000
12573,22,38226671,28300000
12574,55,37461206,98380000
12575,17,21377800,15895000
12576,21,32716675,20770240
12577,82,32861993,57820000
12578,43,35511205,86490000
12579,54,32816358,95150000
12580,47,33665434,88220000
12581,33,35226942,39800015
12582,12,32076252,12210120
12583,73,35381192,45350000
12584,62,33611625,76360000
12585,77,34218602,45000230
12586,84,32632941,59584000
12587,45,32442388,85890000
12588,83,33612266,58135000
12589,12,31446766,12710410
12590,47,33192608,88375000
12591,32,3532-233,36500000
12592,84,32151701,59090000
12593,32,30213347,36500000
12594,31,34977649,31260380
12595,55,35341339,98925000
12596,28,35526273,29510000
12597,41,35431086,83880972
12598,15,3262-445,18540000
12599,17,32127228,15025620
12600,11,4412-962,12951750
12601,62,33133333,76630000
12602,35,35222108,37904232
12603,31,3551-631,35400000
12604,43,35234472,86300000
12605,55,32631223,97280000
12606,13,32021000,11703200
12607,32,34625016,36660000
12608,84,32143430,59104200
12609,38,36212234,39480000
12610,84,20103159,59080100
12611,51,37116898,96820002
12612,48,34651076,88840000
12613,82,32701142,57660000
12614,27,37613136,29946035
12615,21,31352829,26112072
12616,15,35324761,18460000
12617,31,38261732,35162410
12618,35,34721236,37545000
12619,44,32454939,87160000
12620,14,36441338,17350000
12621,35,32941278,37145000
12622,67,34813860,79990000
12623,75,32510505,46880000
12624,21,32716675,20771410
12625,83,34581141,58995000
12626,91,32315954,66613070
12627,91,30844671,52020010
12628,69,36422030,76932000
12629,21,2552-926,23510010
12630,66,35218888,78580000
12631,77,34462115,46130000
12632,93,35412217,68181970
12633,61,33165100,79094560
12634,31,38928015,36570000
12635,35,98029322,37560000
12636,33,33141705,36950000
12637,19,34219247,13414230
12638,14,21069800,18740000
12639,51,36699434,95590000
12640,31,36375329,33115230
12641,54,33642007,99670000
12642,62,33364320,72920000
12643,86,98220550,59056300
12644,51,21096770,96810156
12645,89,34410022,64678000
12646,27,37562162,29800000
12647,15,32831178,18500000
12648,15,35372900,18203260
12649,35,33221548,37454000
12650,49,3223-038,88523000
12651,31,38016050,35198000
12652,67,3423-083,79803020
12653,33,35151693,39790000
12654,38,35615555,38770000
12655,61,35850907,72240545
12656,49,32467272,89580000
12657,19,32419353,13070001
12658,27,37560581,29800000
12659,19,3909-277,12922160
12660,35,32931192,37140000
12661,27,33406167,29100400
12662,74,36681787,44920000
12663,42,36774000,85170000
12664,31,36181880,33913110
12665,45,30386066,85801001
12666,32,33725158,36302016
12667,67,34117871,79830903
12668,21,24366000,22710385
12669,11,34218587,16015090
12670,62,35511439,75240000
12671,27,37352040,29600000
12672,51,35471096,95690000
12673,88,34131733,62815000
12674,73,32423918,45745000
12675,44,35435252,85440000
12676,65,78270000,78270000
12677,51,30847765,91510090
12678,37,32322099,35695000
12679,49,36430592,89930000
12680,21,32716675,25020140
12681,31,36252017,33820170
12682,81,33227935,50761000
12683,21,36525079,25055120
12684,18,32793767,19570000
12685,37,33334031,35534000
12686,32,37231446,36878000
12687,38,38451002,39550000
12688,62,33216200,75024040
12689,51,32481000,91755000
12690,69,34221210,78964050
12691,38,32311156,39330000
12692,32,32111058,36010000
12693,33,34211739,39740000
12694,33,38751206,36910000
12695,44,30290744,87025000
12696,66,34351257,78775000
12697,33,36215600,39860000
12698,42,35261117,89400000
12699,98,32451519,65055310
12700,88,35221574,62990000
12701,75,36312595,44572050
12702,31,36851529,34990000
12703,22,38523214,28460000
12704,33,32213678,35032320
12705,14,32336433,17010050
12706,62,39965100,74333010
12707,47,33461771,88310240
12708,87,39292900,56420000
12709,64,34314240,75515255
12710,44,33231083,86690000
12711,17,34722488,15190000
12712,83,35224077,58802740
12713,88,34342022,63660000
12714,16,37015009,14403255
12715,15,32891190,18150000
12716,61,36121746,73850000
12717,42,32762976,84320000
12718,32,35517400,36520000
12719,38,32531195,39417000
12720,43,33362626,86010190
12721,83,34442650,58865000
12722,22,27735494,27940700
12723,75,36211779,44380000
12724,12,38353371,11680000
12725,43,35464850,84900000
12726,64,36561281,75813000
12727,49,33111700,89803601
12728,48,34438442,88803470
12729,77,34361336,45120000
12730,35,3424-149,37557000
12731,41,30787701,82400000
12732,19,39227417,13178170
12733,12,39712111,12490000
12734,61,33165100,79020230
12735,44,34471185,87750000
12736,16,33423906,14940000
12737,34,33166070,38051131
12738,47,34432554,89249000
12739,31,37416869,36420000
12740,47,33765005,89256100
12741,15,32251482,18103060
12742,75,35221193,44500000
12743,31,30774414,31655700
12744,62,33535050,76380000
12745,49,35555525,89665000
12746,66,96138407,78705600
12747,31,33249171,31160190
12748,44,32321839,86990000
12749,64,36418100,75920000
12750,33,33141095,36950000
12751,84,3203-520,59020400
12752,75,32721995,48790000
12753,75,3616-176,45653270
12754,21,26311707,25930000
12755,38,37211799,35790000
12756,91,30844671,51020020
12757,63,3217-913,77270000
12758,41,30787701,83820000
12759,34,38320202,38740000
12760,37,35411380,35620000
12761,18,32821244,19280000
12762,43,35712000,84940000
12763,65,35495148,78455000
12764,66,35641368,78652000
12765,51,32461855,91770001
12766,61,36312020,73801010
12767,84,35312033,59515000
12768,75,36902306,44645000
12769,67,33931714,79060470
12770,44,34641027,87955000
12771,45,32428300,85420000
12772,21,26168686,24320570
12773,34,36715616,38800000
12774,62,33753987,76630000
12775,64,34113889,75703150
12776,27,32632394,29645000
12777,31,35354257,35670000
12778,21,33922000,22735015
12779,17,34831173,15340000
12780,32,35541424,36555000
12781,41,36621318,83570000
12782,64,34341234,75560000
12783,15,32364455,18108000
12784,27,32267351,29140190
12785,91,37834300,68800000
12786,94,33562374,68515000
12787,73,91961415,45690000
12788,27,37541004,29885000
12789,71,33041216,40391400
12790,67,3474-113,79980000
12791,44,35312209,87250000
12792,42,32726241,84261000
12793,88,35551147,63290000
12794,16,32522994,15900000
12795,53,36119018,96170000
12796,18,32891377,19210000
12797,19,36524245,13860000
12798,62,33641142,76530000
12799,47,35216667,89160000
12800,51,35686060,91790400
12801,63,34132424,77816790
12802,31,33366870,30666420
12803,48,33712493,88131601
12804,83,32933535,58340000
12805,67,32922030,79480000
12806,77,36642078,47500000
12807,61,33930655,72507509
12808,49,32442818,89540000
12809,18,32729550,19430000
12810,62,33133333,72860450
12811,81,38351998,55200000
12812,54,3381-352,99300000
12813,83,33971116,58494000
12814,63,33122436,77410010
12815,41,36424610,83702180
12816,14,32144770,17050901
12817,35,38513000,37170000
12818,16,33074035,13562420
12819,21,26132120,24020000
12820,35,32652529,37190000
12821,51,30847765,91510090
12822,16,34027409,14403430
12823,42,36361015,85160000
12824,31,32799750,31210430
12825,51,37341818,96690000
12826,35,3822-723,37200000
12827,75,32021302,48750000
12828,49,32332854,88600000
12829,38,32516227,39390000
12830,54,3342-183,99150000
12831,44,32771444,86970000
12832,55,35391104,98915000
12833,31,38481415,35184013
12834,28,98860013,29278000
12835,61,34048901,72110600
12836,37,34262442,38970000
12837,94,34281069,68530000
12838,24,22422400,25710082
12839,41,30787701,81250320
12840,75,32792408,48430000
12841,81,37228000,55180000
12842,73,35401388,45416000
12843,61,36311755,73801010
12844,17,35215496,15808225
12845,33,33122216,36955000
12846,51,35623100,93180000
12847,95,81127695,69317364
12848,42,30283737,84053000
12849,75,32511967,46880000
12850,41,32860003,81730350
12851,27,30251212,29055131
12852,67,35461347,79670000
12853,99,36361191,65740000
12854,34,33330373,38190000
12855,45,30391242,85805260
12856,48,36587055,88750000
12857,34,32631641,38360000
12858,49,34447238,89700000
12859,49,35675396,89500000
12860,32,3465-188,36730000
12861,33,37412086,39960000
12862,19,32132030,13073010
12863,34,33114619,38050440
12864,77,99669497,46255000
12865,54,30275590,95010260
12866,83,32922296,58295000
12867,13,3273-767,11025002
12868,61,3618-464,72910000
12869,55,35481036,98970000
12870,67,3474-151,79980000
12871,48,32634637,88200000
12872,27,33723650,29908635
12873,51,30235883,90035002
12874,84,33812717,59965000
12875,81,36411191,55850000
12876,75,32522030,46800000
12877,38,99457472,39547000
12878,48,3356-035,88780000
12879,63,34571960,77725000
12880,79,35223368,49200000
12881,31,38323226,35960000
12882,83,32281738,58310000
12883,67,92274466,79006001
12884,99,36421955,65725000
12885,79,35421249,49270000
12886,83,96232592,58304500
12887,31,33819747,30620440
12888,38,38111863,39500000
12889,19,35832605,13690000
12890,62,35522185,75350000
12891,88,36522369,62380000
12892,41,36322365,83860000
12893,17,36671163,15755000
12894,62,33141134,75091125
12895,22,26654231,28970000
12896,62,33971212,76310000
12897,33,33441408,36980000
12898,36,36251882,71
12899,31,33892000,30690020
12900,35,36411315,37530000
12901,37,35250156,35604000
12902,66,35641038,78652000
12903,84,32793108,59575000
12904,45,32342095,85470000
12905,33,35341258,39818000
12906,61,36246733,72871101
12907,17,36487321,15745000
12908,35,34331970,37650000
12909,22,38241000,28300000
12910,17,35228906,15800003
12911,94,34241958,68550290
12912,84,3292-248,59240000
12913,61,36310731,73807685
12914,69,36213080,76935000
12915,54,32424700,95320000
12916,83,34481041,58887000
12917,81,36280012,55700000
12918,77,34572867,46470000
12919,33,33312199,36900000
12920,77,34817982,47600000
12921,21,36415202,25977390
12922,77,32752159,45770000
12923,64,34131645,75650000
12924,81,37262670,55150120
12925,67,33121900,79002352
12926,62,3313-333,75260000
12927,21,32716675,21820093
12928,32,37413238,36800000
12929,62,33122209,76680000
12930,21,32716675,20260130
12931,19,38764706,13280000
12932,51,30835300,90090000
12933,51,35824449,93410001
12934,86,32621294,64290000
12935,66,35323636,78553865
12936,62,33431114,72940000
12937,51,35598017,93800000
12938,54,33422085,99150000
12939,75,36292160,44540000
12940,19,38983087,13950000
12941,16,31421388,14440000
12942,77,34162430,46620000
12943,17,36312369,15775000
12944,37,32422666,35680032
12945,75,32119050,44025030
12946,31,34742066,30830000
12947,84,36642490,59073230
12948,33,33315605,36900000
12949,79,35462263,49280000
12950,33,33231010,35338000
12951,53,32258551,96025330
12952,35,38513300,37170000
12953,88,36171209,63750000
12954,89,35571149,64825000
12955,31,34753769,31360270
12956,35,33612154,37464000
12957,31,3892-472,36570000
12958,18,36063036,16700000
12959,19,33525004,13600070
12960,31,36461666,30270050
12961,55,35373409,98920000
12962,32,33611342,36280000
12963,54,36131151,99795000
12964,21,25693343,20551030
12965,51,33911030,91110001
12966,37,32321885,35661156
12967,31,3456-887,31660000
12968,42,32771861,84350000
12969,48,32834837,88134200
12970,19,32666716,13056460
12971,46,35815550,85660000
12972,83,33712259,58187000
12973,24,22375877,25675012
12974,17,32245705,15051000
12975,11,40163135,13240000
12976,81,36261066,55900000
12977,35,34511648,37560000
12978,19,38332902,13140000
12979,31,38373181,35970000
12980,17,38191121,15160000
12981,18,39911569,19260000
12982,28,99162201,29345000
12983,38,35614004,38770000
12984,91,37261811,68632000
12985,33,35226383,39802034
12986,35,3623-354,37502082
12987,49,35540013,89610000
12988,64,3405225,75640000
12989,49,36451009,89920000
12990,37,32263000,35515000
12991,35,34434385,37590000
12992,84,35342234,59530000
12993,61,36144505,72862314
12994,48,35321655,88990000
12995,62,39945000,76360000
12996,51,37181888,96880000
12997,73,35332173,45360000
12998,64,36415753,75920000
12999,35,35412184,37980000
13000,32,34496052,36700000
13001,83,34411872,58857000
13002,12,36455059,12400460
13003,11,45950135,13220005
13004,38,35622756,38779000
13005,51,36331010,95783000
13006,35,34381445,37653000
13007,35,3861-258,37250000
13008,21,22943000,20520050
13009,21,36525252,25060570
13010,32,35561004,36530000
13011,81,37712921,55190000
13012,62,32815818,74893020
13013,15,32924225,18160000
13014,62,32231772,74020060
13015,75,3683-128,44135000
13016,55,32631302,97220000
13017,83,35222710,58800310
13018,31,35963592,32668126
13019,53,32771406,96148000
13020,28,35216580,29307090
13021,13,3494-287,11704100
13022,61,34683393,71540400
13023,44,36465445,85950000
13024,62,33391779,72975000
13025,21,26030206,24710480
13026,77,3451-198,46430000
13027,73,35313181,45570000
13028,38,36349408,39315000
13029,61,36137171,72910000
13030,89,35731966,64980000
13031,31,35254142,35164245
13032,31,34526343,31540100
13033,19,38067944,13803010
13034,35,38231074,37210000
13035,84,32213796,59618200
13036,38,30829399,39400002
13037,88,36831520,62250000
13038,18,39051191,19030440
13039,34,32153025,38401
13040,33,33431519,36976000
13041,13,33727599,11525090
13042,32,37271013,36870000
13043,21,39092798,26140100
13044,33,35222078,39874000
13045,37,35251638,35604000
13046,47,35222556,89160000
13047,47,35213947,89160000
13048,33,32518484,35167000
13049,84,34380019,59338000
13050,48,30523612,88701110
13051,61,34591508,72321006
13052,47,35621871,89190000
13053,44,35411138,87370000
13054,32,35329474,36500000
13055,27,32626739,29222560
13056,66,35666506,78340000
13057,63,33636085,77500000
13058,17,32751486,15150000
13059,19,34528165,13481388
13060,64,36411225,75920000
13061,47,34491001,89240000
13062,35,34353351,37640000
13063,31,37614559,36400000
13064,48,35332200,88960000
13065,81,32711060,50740050
13066,61,35610105,72015585
13067,44,36521972,87560000
13068,62,33396359,76500000
13069,46,35233171,85601000
13070,32,33661200,36250000
13071,43,32422775,86130000
13072,83,33551359,58590000
13073,37,32441636,35510000
13074,74,35332283,47220000
13075,86,32712840,64255000
13076,83,32171050,58302000
13077,81,35371011,55636000
13078,44,30291807,87060630
13079,69,84119757,76980000
13080,35,35332001,37970000
13081,48,35395128,88970000
13082,81,36421372,55940000
13083,18,3822-423,17900000
13084,73,91117681,45810000
13085,64,34552221,75690000
13086,64,36471080,75930000
13087,37,35226183,35600000
13088,18,32817977,19470000
13089,14,33564335,18780000
13090,67,33315799,79090160
13091,64,36631754,75850000
13092,14,37312166,18703000
13093,43,35425900,86360000
13094,47,33683049,88220000
13095,47,34436729,89249000
13096,62,35052539,75380000
13097,85,33349400,62850000
13098,15,32725158,18200180
13099,48,32553903,88780000
13100,62,3292-200,75380000
13101,27,33627401,29214400
13102,46,32111150,85610000
13103,43,35412278,86280000
13104,44,30164223,87301000
13105,34,32227000,38400708
13106,35,35211819,37900001
13107,19,36571273,13760000
13108,21,32716675,21715150
13109,42,36511198,85195000
13110,62,33396822,76500000
13111,66,35444162,78890000
13112,35,36551323,37690000
13113,17,32799216,15400000
13114,31,37730077,35700181
13115,67,34210504,79800022
13116,21,24187888,21840447
13117,61,36230204,72850010
13118,27,37351237,29600000
13119,54,33852627,99490000
13120,83,93664767,58900000
13121,41,32042900,83321000
13122,67,34242626,79840630
13123,51,35646910,93950000
13124,31,38581735,35984000
13125,42,32271910,84062000
13126,77,34242356,45010060
13127,62,27646723,74845250
13128,32,35361119,36540000
13129,35,34431147,37596000
13130,64,34751162,75720000
13131,16,38117009,14600000
13132,31,33567477,32675595
13133,54,30288763,95010005
13134,44,33121111,86680000
13135,79,35441277,49290000
13136,84,32930261,59245000
13137,84,32432003,59173000
13138,21,33384193,21721302
13139,50,34884241,94190300
13140,33,32251410,35010140
13141,37,33341368,35536000
13142,19,32372522,13087490
13143,51,36117074,96193000
13144,44,21031250,87160000
13145,47,33740472,89275000
13146,63,84433116,77063394
13147,34,32462353,38440062
13148,38,36152626,39460000
13149,11,40392122,13231190
13150,37,33413222,35550000
13151,31,34944888,31720500
13152,81,33782219,54310420
13153,62,35787000,74070045
13154,84,36153200,59054600
13155,14,34887158,17670000
13156,19,35754092,13530000
13157,51,34906117,94085120
13158,81,37381250,55460000
13159,31,33970561,32073300
13160,44,3562-113,87260000
